username;name;gender;birth_date;account_creation;pay_method;account_status
TiAbreu122;Tiago Abreu;M;21/12/2004;26/05/2014;debit_card;active
DuaMorais;Duarte Morais;M;14/09/1994;13/05/2010;debit_card;active
KévMota;Kévim Mota;M;18/11/1992;23/03/2021;credit_card;active
MafalAraújo;Mafalda Araújo;F;06/11/1987;23/11/2012;credit_card;active
MRamos;Mara Ramos;F;12/01/1953;31/08/2019;credit_card;active
DAssunção;Dinis Assunção;M;30/09/1992;28/10/2012;debit_card;active
RenNeves30;Renato Neves;M;18/03/1970;07/02/2014;cash;active
JCorreia;Juliana Correia;F;11/06/1971;27/09/2013;debit_card;active
NúrBrito;Núria Brito;F;04/04/1955;07/03/2010;cash;active
GuilherAnjos;Guilherme Anjos;M;12/08/1983;08/02/2014;credit_card;active
PilAraújo42;Pilar Araújo;F;20/02/1961;12/09/2015;credit_card;active
NeCampos-Vieira139;Nelson Campos-Vieira;M;01/03/2002;22/02/2011;cash;active
DinBranco;Dinis Branco;M;27/05/1990;04/03/2021;debit_card;active
JHenriques;Jaime Henriques;M;30/12/1968;05/09/2019;credit_card;active
SGuerreiro120;Sofia Guerreiro;F;22/04/1962;04/06/2018;cash;active
NoaVaz;Noah Vaz;M;25/11/1967;01/04/2015;credit_card;active
ErCoelho;Erika Coelho;F;07/04/1968;10/10/2017;credit_card;active
NáAntunes;Nádia Antunes;F;26/02/1998;15/04/2011;cash;active
Valentina-ALeite;Valentina-Amélia Leite;F;31/07/1953;22/08/2018;debit_card;active
JulianSá;Juliana Sá;F;24/09/1982;15/11/2019;debit_card;active
DébGonçalves;Débora Gonçalves;F;21/07/1958;12/01/2020;debit_card;active
MaSantos-Matias;Mauro Santos-Matias;M;02/02/1965;23/09/2015;debit_card;active
DiMiranda137;Dinis Miranda;M;24/03/1979;10/05/2017;debit_card;active
CarAraújo;Carminho Araújo;F;24/08/1975;31/12/2014;credit_card;active
DéborVieira-Barbosa;Débora Vieira-Barbosa;F;03/12/1998;21/01/2021;cash;active
EdAmaral96;Edgar Amaral;M;11/01/2003;24/09/2011;cash;active
LúGonçalves80;Lúcia Gonçalves;F;14/06/1969;03/08/2011;debit_card;active
MVaz122;Mia da Vaz;F;17/09/1999;10/09/2014;credit_card;active
PAnjos127;Pilar Anjos;F;17/07/1993;30/03/2018;credit_card;active
ÍBatista43;Íris do Batista;F;02/05/1988;08/08/2018;debit_card;active
LauVieira;Laura-Isabela Vieira;F;29/06/1965;04/02/2013;debit_card;active
ViMagalhães-Lopes;Vicente Magalhães-Lopes;M;22/07/1967;12/08/2018;cash;active
RafaAlmeida;Rafael Almeida;M;26/06/2003;26/12/2013;credit_card;active
BrunAssunção;Bruna Assunção;F;23/12/1998;05/07/2016;credit_card;active
Joana-SofCoelho148;Joana-Sofia Coelho;F;06/01/1993;24/02/2011;cash;active
GonçaPacheco140;Gonçalo Pacheco;M;13/12/1995;28/10/2010;cash;active
SaloPereira48;Salomé-Violeta Pereira;F;09/07/1966;19/04/2015;credit_card;active
LucaBranco;Lucas Branco;M;20/03/1966;16/09/2015;debit_card;active
MartiMiranda;Martim Miranda;M;28/11/1982;20/11/2015;cash;inactive
ÂngelFreitas-Gomes;Ângelo Freitas-Gomes;M;31/05/1955;12/06/2016;cash;active
BrCardoso;Bruno Cardoso;M;15/07/1993;08/11/2013;credit_card;active
RaqGarcia;Raquel Garcia;F;18/08/1961;09/08/2018;cash;active
AnCampos22;André Campos;M;29/08/1994;25/11/2018;credit_card;active
MarPaiva24;Mariana Paiva;F;11/02/2000;11/11/2019;debit_card;active
Margarida-MarRamos;Margarida-Marta Ramos;F;11/06/1977;04/11/2014;credit_card;active
LValente127;Luca Valente;M;27/11/1978;19/01/2010;credit_card;active
AndrLima30;André Lima;M;13/05/1999;11/11/2010;debit_card;active
VasMiranda3;Vasco Miranda;M;22/03/1998;22/11/2019;cash;active
SCampos102;Samuel Campos;M;24/05/1999;27/06/2016;debit_card;active
DuarMiranda131;Duarte de Miranda;M;25/11/1996;21/10/2020;credit_card;active
MMiranda;Margarida Miranda;F;06/02/2000;26/07/2015;cash;active
TPires10;Tomé da Pires;M;09/08/1957;29/08/2013;debit_card;active
ErFonseca113;Erica Fonseca;F;29/12/1950;11/06/2014;debit_card;active
EMiranda;Eduardo Miranda;M;26/03/1960;14/04/2012;cash;active
HenriqMagalhães90;Henrique Magalhães;M;23/04/1975;30/01/2016;debit_card;active
RenaSá-Sá105;Renato Sá-Sá;M;02/07/1965;19/04/2018;cash;active
PauPinheiro;Paulo Pinheiro;M;19/09/1990;29/04/2015;credit_card;active
PetSousa1;Petra Sousa;F;15/09/2001;30/05/2012;cash;active
PMaia;Petra Maia;F;06/05/1975;27/06/2010;credit_card;active
MatilFerreira68;Matilde Ferreira;F;09/04/1995;30/10/2011;credit_card;active
EMoura126;Enzo Moura;M;25/03/1976;21/07/2021;debit_card;inactive
FraCoelho-Gaspar;Francisco Coelho-Gaspar;M;01/02/1950;12/11/2012;cash;active
GGonçalves;Gil Gonçalves;M;17/05/1969;20/04/2020;debit_card;inactive
ManueMatias7;Manuel Matias;M;21/04/2002;12/03/2019;debit_card;active
RNunes;Rui de Nunes;M;20/02/1950;21/12/2013;debit_card;active
RafaCorreia;Rafaela Correia;F;06/03/1957;26/11/2014;credit_card;inactive
AfonsGarcia;Afonso Garcia;M;15/01/1964;03/07/2021;cash;active
NádCoelho;Nádia Coelho;F;28/04/1958;08/06/2020;credit_card;active
JúPereira;Júlia da Pereira;F;19/04/2002;26/01/2020;debit_card;active
KévLeal;Kévim Leal;M;15/05/1959;08/03/2010;credit_card;active
MarCosta90;Marco Costa;M;22/09/1996;04/12/2012;cash;active
BriaDomingues;Brian Domingues;M;08/11/1984;03/06/2017;debit_card;active
AfonsSilva-Rocha130;Afonso Silva-Rocha;M;10/04/2000;21/10/2017;debit_card;active
HMoreira148;Hugo Moreira;M;20/07/1963;10/04/2017;debit_card;active
IgGuerreiro144;Igor Guerreiro;M;11/08/1967;04/02/2018;credit_card;active
EriJesus35;Erica Jesus;F;02/01/2001;08/05/2020;debit_card;active
LMagalhães125;Luana Magalhães;F;03/11/1958;29/06/2018;debit_card;active
AfoFreitas-Matias;Afonso Freitas-Matias;M;25/02/2003;27/06/2017;debit_card;active
ESimões;Ema Simões;F;11/04/1975;26/05/2020;cash;active
CrisMoura111;Cristiano do Moura;M;30/04/1995;03/01/2018;debit_card;active
ValAbreu52;Valentina Abreu;F;17/01/1974;07/02/2015;cash;active
CristAlmeida-Monteiro87;Cristiano Almeida-Monteiro;M;20/05/1965;27/02/2011;credit_card;active
AnVicente61;António Vicente;M;13/01/1956;09/03/2016;cash;active
AnPinho;António Pinho;M;16/04/1951;06/01/2021;debit_card;active
ESoares;Eva Soares;F;05/01/1951;29/04/2020;debit_card;active
ENeves-Vaz45;Erica Neves-Vaz;F;27/04/1985;23/06/2019;credit_card;active
EduarPires6;Eduardo Pires;M;19/09/1963;04/01/2015;credit_card;active
TomáMagalhães;Tomás Magalhães;M;06/02/1961;30/11/2019;credit_card;active
MBrito;Micael Brito;M;24/04/1990;19/03/2017;cash;active
DuartMatias;Duarte Matias;M;24/12/1962;24/11/2012;debit_card;active
CláudBrito;Cláudio Brito;M;21/09/1981;21/10/2018;debit_card;active
HuFreitas;Hugo Freitas;M;11/04/1994;17/02/2019;cash;active
DAntunes;Daniel Antunes;M;22/04/1991;17/06/2014;debit_card;active
MarPinto-Costa103;Mara Pinto-Costa;F;18/02/1978;19/04/2021;debit_card;active
KMacedo;Kévim Macedo;M;29/06/1956;17/01/2020;cash;active
KAmaral6;Kevin Amaral;M;25/05/1952;04/10/2010;credit_card;active
EriHenriques111;Erica Henriques;F;22/04/1965;12/01/2014;credit_card;active
RicarSousa143;Ricardo Sousa;M;05/11/1974;20/10/2015;cash;active
FábSilva-Amaral43;Fábio Silva-Amaral;M;04/05/1977;12/04/2016;debit_card;active
JulSá;Juliana Sá;F;17/03/1972;22/06/2020;credit_card;active
MelissMarques;Melissa Marques;F;02/09/1988;29/03/2016;debit_card;active
DanMachado;Daniel Machado;M;14/06/1973;05/07/2017;cash;active
SebastiFigueiredo;Sebastião Figueiredo;M;04/08/1989;22/06/2011;debit_card;active
BenMacedo104;Benjamim da Macedo;M;18/09/1978;13/11/2011;debit_card;active
SaBaptista90;Sandro Baptista;M;20/09/2001;30/08/2016;credit_card;active
WilliBarros148;William Barros;M;06/02/1986;20/12/2010;credit_card;active
MárVicente;Márcio Vicente;M;28/07/1998;31/03/2014;cash;inactive
MauBranco123;Mauro Branco;M;28/10/1986;05/07/2019;credit_card;active
BárbAnjos;Bárbara Anjos;F;05/11/1979;09/10/2020;cash;active
IsaaGuerreiro23;Isaac Guerreiro;M;30/03/1970;14/09/2017;cash;active
IarGaspar74;Iara Gaspar;F;29/09/1984;02/03/2017;credit_card;active
WillMatos-Ribeiro51;William Matos-Ribeiro;M;25/02/1968;05/02/2017;credit_card;active
Pilar-JulPaiva;Pilar-Juliana Paiva;F;10/09/1960;25/03/2019;cash;active
EmílNunes;Emília de Nunes;F;22/02/1977;03/10/2012;credit_card;active
LuíMonteiro;Luís da Monteiro;M;27/11/1950;08/11/2018;cash;active
RuAssunção19;Rui Assunção;M;27/09/1995;27/05/2015;debit_card;active
MiguPinto;Miguel Pinto;M;16/12/1981;05/03/2011;credit_card;active
EduCardoso136;Eduarda Cardoso;F;13/09/1989;08/10/2016;credit_card;active
BenjamiNeto67;Benjamim Neto;M;29/08/1979;16/02/2011;cash;active
AValente-Azevedo;Ana Valente-Azevedo;F;10/03/1975;13/06/2020;debit_card;active
VítoSilva;Vítor Silva;M;01/04/1992;22/02/2013;debit_card;active
BrFerreira-Teixeira26;Brian Ferreira-Teixeira;M;18/10/1951;23/02/2015;cash;active
YarCorreia22;Yara Correia;F;24/03/1995;01/09/2017;cash;active
GuilherMaia;Guilherme Maia;M;15/03/1978;07/04/2015;debit_card;active
GabAbreu126;Gabriela Abreu;F;22/09/1980;24/04/2017;credit_card;active
IarRamos104;Iara Ramos;F;23/02/1957;31/07/2016;credit_card;active
SalLourenço135;Salomé do Lourenço;F;17/06/1953;25/02/2010;cash;active
Yara-IOliveira;Yara-Inês Oliveira;F;11/12/1968;29/07/2015;debit_card;active
FábiBarbosa;Fábio Barbosa;M;28/07/1991;07/08/2014;cash;active
PiPinto;Pilar Pinto;F;09/02/1960;29/11/2011;debit_card;active
RuMonteiro50;Rui Monteiro;M;18/10/1967;28/05/2011;cash;active
JulGonçalves;Juliana Gonçalves;F;07/11/1953;06/03/2012;credit_card;active
VasRocha58;Vasco Rocha;M;11/10/1955;13/01/2021;cash;active
EdPires;Edgar Pires;M;26/02/1978;30/04/2014;debit_card;active
SoFerreira-Amorim86;Soraia Ferreira-Amorim;F;22/12/1968;13/10/2016;credit_card;active
ÉTeixeira;Érica Teixeira;F;01/06/1966;02/09/2015;cash;active
BBorges;Brian Borges;M;10/02/1962;01/06/2010;credit_card;active
CarlMoreira-Anjos115;Carlota Moreira-Anjos;F;21/11/1957;26/01/2019;cash;active
MAndrade28;Mafalda-Lorena Andrade;F;07/11/1980;12/11/2019;credit_card;active
SimGonçalves24;Simão Gonçalves;M;12/04/1994;10/07/2012;cash;active
NoCardoso;Noa Cardoso;M;02/09/1970;29/11/2014;credit_card;active
NicolNeves28;Nicole Neves;F;22/02/1978;28/02/2010;credit_card;active
AndTorres136;André Torres;M;14/05/1982;28/01/2021;credit_card;active
MigSoares98;Miguel Soares;M;19/05/1965;16/08/2014;credit_card;active
APacheco22;Alice Pacheco;F;09/11/1981;30/04/2012;debit_card;active
BrMatias;Brian Matias;M;30/04/1958;09/12/2016;credit_card;inactive
KellPaiva44;Kelly do Paiva;F;02/10/2002;08/09/2015;cash;active
JoãGomes106;João Gomes;M;24/02/1968;12/05/2021;credit_card;active
MariaPereira;Mariana Pereira;F;04/06/1963;08/05/2020;credit_card;active
CMoreira95;Cláudio Moreira;M;28/01/1997;12/03/2018;credit_card;active
GabBarros;Gabriel Barros;M;24/05/1997;18/02/2014;cash;active
MaurMiranda34;Mauro da Miranda;M;28/10/1959;09/02/2020;debit_card;active
EFigueiredo;Eva Figueiredo;F;30/09/1985;19/05/2018;credit_card;active
MeliHenriques7;Melissa Henriques;F;15/10/1968;28/03/2015;debit_card;active
JoMagalhães145;Joaquim Magalhães;M;12/02/1967;13/12/2012;credit_card;active
IsaaOliveira139;Isaac Oliveira;M;11/06/1984;21/02/2014;debit_card;active
AndreBatista;Andreia Batista;F;06/07/1993;07/01/2013;cash;active
FiliJesus;Filipe Jesus;M;07/01/1971;01/05/2019;cash;active
DanMonteiro-Guerreiro77;Daniela Monteiro-Guerreiro;F;10/03/1999;06/07/2012;credit_card;active
TerMaia51;Teresa Maia;F;27/08/1985;23/12/2020;cash;active
AlexaMatias;Alexandra Matias;F;08/10/1984;15/01/2020;cash;active
LuaMorais;Luana Morais;F;22/09/1956;11/11/2016;credit_card;active
EOliveira;Eva Oliveira;F;09/01/1962;22/05/2021;debit_card;active
LeandrLopes95;Leandro de Lopes;M;21/01/1990;28/01/2021;debit_card;active
RafaelaMacedo;Rafaela-Daniela Macedo;F;17/10/1988;04/07/2020;debit_card;active
NúriPaiva-Cunha;Núria Paiva-Cunha;F;04/02/1992;06/01/2021;cash;active
Vera-IMiranda63;Vera-Isabela Miranda;F;12/12/1955;24/01/2019;debit_card;active
LuíCosta;Luísa Costa;F;30/12/1970;20/11/2020;credit_card;active
SebastiãCarvalho;Sebastião Carvalho;M;24/01/1999;03/01/2019;credit_card;active
DanieMachado;Daniel Machado;M;13/09/1990;29/03/2014;cash;active
BeaNeto28;Beatriz Neto;F;12/08/1956;07/07/2014;cash;active
ConstançMonteiro121;Constança Monteiro;F;25/06/1965;01/02/2010;credit_card;active
EvTavares-Coelho;Eva Tavares-Coelho;F;23/08/1957;15/04/2020;cash;active
MatiCardoso145;Matias Cardoso;M;08/05/1966;01/06/2015;debit_card;active
Clara-IsaMatos;Clara-Isabela Matos;F;10/09/1993;08/06/2011;credit_card;active
SaloPaiva;Salomé Paiva;F;10/10/1990;02/11/2011;debit_card;active
MatilNeto;Matilde Neto;F;17/08/1997;25/08/2010;credit_card;active
JNascimento22;José Nascimento;M;26/04/1969;31/12/2020;debit_card;active
AlMacedo14;Alice Macedo;F;15/04/1958;24/10/2010;cash;active
JuliValente20;Juliana Valente;F;03/09/1953;17/05/2014;debit_card;active
MeliMarques;Melissa Marques;F;07/10/1982;10/12/2017;cash;active
DinSousa;Dinis Sousa;M;30/07/2003;17/06/2013;cash;active
JoaqCardoso35;Joaquim Cardoso;M;22/10/1985;02/02/2015;cash;active
MateuMatias102;Mateus Matias;M;29/01/1998;18/07/2020;credit_card;active
FrederValente;Frederico Valente;M;14/08/1963;02/12/2013;credit_card;inactive
RúbPinho9;Rúben Pinho;M;19/01/1967;22/04/2013;cash;active
Mia-Tavares;Mia-Victória Tavares;F;18/01/1967;06/11/2018;debit_card;active
MLeal;Marta Leal;F;19/04/1964;28/07/2011;credit_card;active
JorgLeite96;Jorge Leite;M;31/07/1977;25/07/2020;debit_card;active
FábiMagalhães-Nunes8;Fábio Magalhães-Nunes;M;24/08/1997;21/08/2011;debit_card;active
IsaOliveira109;Isaac Oliveira;M;18/03/1956;21/04/2016;credit_card;active
FilFreitas;Filipa Freitas;F;25/11/1985;07/01/2010;debit_card;active
CéJesus82;César Jesus;M;19/07/1950;07/05/2014;credit_card;active
EduGonçalves37;Eduarda Gonçalves;F;10/06/1963;19/05/2012;credit_card;active
PetAbreu-Barros;Petra Abreu-Barros;F;09/12/1979;25/10/2017;credit_card;active
DFaria;David Faria;M;31/05/1985;29/04/2019;credit_card;active
LucNascimento;Luca de Nascimento;M;28/04/1974;29/04/2014;debit_card;active
AlexLeite14;Alexandre Leite;M;17/09/1959;29/04/2015;cash;active
BCosta137;Bernardo Costa;M;09/01/1971;18/03/2021;credit_card;active
MiSilva;Miguel de Silva;M;12/04/1982;18/10/2014;debit_card;active
ECardoso;Eva Cardoso;F;03/08/2001;10/11/2014;credit_card;active
CésRibeiro4;César Ribeiro;M;05/05/1967;10/11/2011;debit_card;active
WilCardoso144;William Cardoso;M;09/04/1999;08/08/2012;debit_card;active
NFonseca142;Noa Fonseca;M;31/03/1988;05/01/2016;cash;active
GustBatista77;Gustavo de Batista;M;30/06/1970;16/06/2010;credit_card;active
MariAntunes;Maria Antunes;F;25/02/1953;26/01/2014;credit_card;inactive
DanBarbosa;Daniela de Barbosa;F;28/12/1967;02/09/2012;debit_card;active
AnGaspar6;Andreia do Gaspar;F;26/02/1976;16/09/2014;debit_card;active
LaTavares39;Laura Tavares;F;29/12/1968;06/10/2014;debit_card;active
YasmiBaptista;Yasmin Baptista;F;27/12/1984;18/12/2016;cash;active
IsabelCruz;Isabela Cruz;F;29/04/1985;03/03/2019;debit_card;active
FilipDomingues-Ferreira;Filipa Domingues-Ferreira;F;23/04/1986;06/11/2014;cash;active
ClaSilva;Clara Silva;F;21/05/2002;27/06/2013;debit_card;active
CatSimões59;Catarina Simões;F;10/04/1996;05/07/2018;cash;active
NRodrigues81;Nuno do Rodrigues;M;06/03/1965;10/07/2020;credit_card;active
SimãMacedo54;Simão Macedo;M;14/07/1955;08/09/2017;credit_card;active
ManueValente-Carneiro;Manuel Valente-Carneiro;M;10/11/1983;24/11/2017;cash;active
Luciana-BruAnjos;Luciana-Bruna Anjos;F;25/11/1999;06/03/2016;cash;active
SantiaRodrigues63;Santiago Rodrigues;M;02/02/2002;20/02/2020;debit_card;active
JoNogueira;Joel Nogueira;M;14/04/1958;04/07/2010;cash;active
DanGarcia;Daniela Garcia;F;26/07/1986;14/09/2016;debit_card;active
CésAnjos-Mota88;César Anjos-Mota;M;14/07/1977;01/08/2014;cash;active
PetBaptista30;Petra Baptista;F;09/01/1954;25/07/2013;debit_card;active
MarcEsteves6;Marcos Esteves;M;04/07/1993;03/09/2019;cash;active
EduaVaz25;Eduardo Vaz;M;27/04/1964;14/07/2011;cash;active
ViceEsteves125;Vicente Esteves;M;26/08/1988;27/07/2013;debit_card;active
RafaeCastro;Rafaela Castro;F;16/04/1998;02/10/2021;credit_card;active
FábCosta57;Fábio Costa;M;14/09/2003;07/07/2020;cash;active
SoraBorges;Soraia Borges;F;05/04/1999;21/09/2017;cash;active
ÂngelPinheiro50;Ângela Pinheiro;F;02/11/1965;14/12/2017;credit_card;active
ACardoso103;Ariana Cardoso;F;30/08/1975;06/04/2018;cash;active
LucSimões116;Luciana Simões;F;06/01/1966;28/05/2016;credit_card;active
SoSimões64;Soraia Simões;F;24/11/1960;24/02/2016;debit_card;active
EAzevedo;Emma Azevedo;F;05/04/1994;21/10/2020;credit_card;active
ÉrNascimento67;Érica Nascimento;F;02/09/1985;17/05/2013;credit_card;active
DeniBaptista73;Denis Baptista;M;17/05/1987;05/06/2021;credit_card;active
ILourenço31;Igor Lourenço;M;05/01/1952;10/07/2014;cash;active
Beatriz-AdriFaria73;Beatriz-Adriana Faria;F;11/03/1968;16/06/2014;credit_card;inactive
DuSá;Duarte de Sá;M;01/10/1990;15/05/2018;debit_card;active
GiMoreira43;Gil Moreira;M;04/02/2002;25/02/2011;debit_card;active
NaBatista-Neto;Nair Batista-Neto;F;14/09/1951;11/05/2012;debit_card;active
AnTorres-Maia;Andreia Torres-Maia;F;10/03/1954;25/06/2018;debit_card;active
MaGuerreiro117;Marta do Guerreiro;F;17/07/2004;30/08/2013;cash;inactive
VascBatista;Vasco Batista;M;20/05/1957;04/08/2013;credit_card;active
LuMaia;Luísa Maia;F;22/11/1995;01/04/2011;debit_card;active
AReis142;Ana da Reis;F;17/10/1978;03/05/2015;cash;active
LaPinto;Laura Pinto;F;27/07/2004;20/05/2014;debit_card;active
LeanCorreia16;Leandro de Correia;M;21/03/1956;10/07/2014;debit_card;active
LMorais;Luana Morais;F;19/10/1994;18/01/2014;debit_card;active
HFonseca;Henrique Fonseca;M;24/04/1977;02/12/2020;cash;active
ÂngeMorais;Ângela Morais;F;20/04/1960;28/02/2015;credit_card;active
DGonçalves;Dinis Gonçalves;M;19/01/1992;31/01/2012;credit_card;active
PetHenriques75;Petra Henriques;F;23/05/1972;05/02/2019;debit_card;active
EdBranco;Edgar do Branco;M;21/10/1990;05/08/2015;cash;active
NaiaMonteiro24;Naiara Monteiro;F;20/07/1986;02/08/2020;cash;active
Camila-DRocha;Camila-Diana Rocha;F;16/08/1963;30/03/2017;debit_card;active
ARamos145;Ariana Ramos;F;31/03/1973;20/09/2014;cash;active
FValente;Francisco Valente;M;28/03/1982;25/12/2018;cash;active
AndreSantos86;Andreia Santos;F;24/07/1980;07/01/2017;cash;active
JaimSimões;Jaime Simões;M;30/12/1958;28/09/2018;credit_card;active
CaAbreu;Catarina-Madalena Abreu;F;20/08/1989;01/10/2016;debit_card;active
LiPires;Lia Pires;F;11/03/1953;02/06/2013;credit_card;active
ÁlvarCardoso77;Álvaro Cardoso;M;20/01/1994;30/05/2017;debit_card;active
EricGuerreiro16;Erica Guerreiro;F;01/01/1992;02/07/2021;debit_card;active
SérgPacheco;Sérgio Pacheco;M;25/10/1952;04/12/2021;cash;active
JBarros;Joaquim Barros;M;10/05/1962;27/01/2018;credit_card;active
RuMendes80;Rui Mendes;M;01/07/1975;16/12/2018;debit_card;active
DéborGonçalves93;Débora de Gonçalves;F;22/01/1964;29/07/2012;cash;active
DaMacedo;Daniel Macedo;M;02/07/1957;13/01/2010;credit_card;active
AlVaz;Alexandra Vaz;F;20/04/1993;17/06/2014;debit_card;active
GabrNogueira33;Gabriela Nogueira;F;03/02/1972;01/09/2012;cash;active
FBatista123;Fábio Batista;M;16/01/1986;24/08/2015;debit_card;active
JCastro38;Joaquim Castro;M;03/12/1994;11/04/2012;debit_card;inactive
AnJesus;Ana Jesus;F;10/01/1991;22/10/2012;credit_card;active
MaLopes;Margarida-Fabiana Lopes;F;13/08/1969;11/02/2012;cash;active
CarloLoureiro148;Carlos Loureiro;M;23/02/1983;19/09/2013;debit_card;active
FloMelo60;Flor Melo;F;16/06/1966;23/08/2021;credit_card;active
LuaCruz63;Luana Cruz;F;14/05/1956;10/12/2015;cash;active
SamueGonçalves15;Samuel Gonçalves;M;13/04/1972;12/04/2017;cash;active
MaPaiva52;Matias Paiva;M;24/02/1951;08/01/2010;credit_card;active
BMorais;Bárbara do Morais;F;31/12/1968;26/04/2018;credit_card;active
CarlPaiva-Sousa124;Carlos Paiva-Sousa;M;07/06/1991;03/09/2021;debit_card;active
MaBatista;Mariana-Erika Batista;F;02/02/1962;25/05/2010;credit_card;active
CNogueira;Caetana Nogueira;F;28/03/1965;08/10/2021;cash;active
RenCorreia;Renato Correia;M;10/10/1994;29/10/2018;debit_card;active
PCampos92;Petra Campos;F;09/06/1955;03/09/2010;credit_card;active
Erika-RiRibeiro;Erika-Rita Ribeiro;F;15/03/1984;11/11/2011;debit_card;active
HenriqNogueira76;Henrique Nogueira;M;03/12/1985;24/01/2011;debit_card;active
ReHenriques5;Renato Henriques;M;15/11/1969;27/06/2020;credit_card;active
RaquRodrigues-Sousa;Raquel Rodrigues-Sousa;F;03/10/1962;19/09/2019;cash;active
ÍriGaspar19;Íris Gaspar;F;18/08/1961;03/07/2015;cash;active
BePinheiro60;Beatriz do Pinheiro;F;07/04/1990;11/11/2020;debit_card;active
EduBatista;Eduarda Batista;F;12/03/1985;21/03/2013;credit_card;active
MatMacedo;Mateus Macedo;M;06/12/1992;26/07/2012;debit_card;active
MarianaFonseca;Mariana-Raquel Fonseca;F;18/03/1999;23/04/2013;debit_card;active
TLima18;Tomé Lima;M;17/01/1970;30/12/2016;credit_card;active
ViCorreia;Vicente Correia;M;01/03/1980;09/08/2016;cash;active
TMacedo113;Tatiana Macedo;F;01/02/1952;23/10/2010;credit_card;active
CataLoureiro;Catarina Loureiro;F;27/12/1994;18/10/2015;debit_card;active
BenjamiSilva95;Benjamim Silva;M;17/02/1978;14/06/2013;credit_card;active
DaniePinho36;Daniela da Pinho;F;19/07/1967;03/11/2015;credit_card;active
SéAmorim;Sérgio Amorim;M;12/11/1986;12/06/2019;debit_card;active
TeresSoares;Teresa Soares;F;25/11/1961;27/10/2011;cash;active
